Gene	Sample	Value
AFF3	NKI_192	0.392
TBC1D9	NKI_192	0.177
FOXA1	NKI_192	0.23
GREB1	NKI_192	-0.003
DNALI1	NKI_192	0.427
VGLL1	NKI_192	-0.537
PRR15	NKI_192	-0.358
SLC7A2	NKI_192	-0.066
XBP1	NKI_192	0.238
SCUBE2	NKI_192	0.252
MYB	NKI_192	0.205
B3GNT5	NKI_192	-0.261
CELSR1	NKI_192	0.129
NAT1	NKI_192	-0.16
MAGED2	NKI_192	0.508
VAV3	NKI_192	-0.115
FBP1	NKI_192	0.021
BCL11A	NKI_192	-0.468
SOD2	NKI_192	-0.409
AGR2	NKI_192	-0.111
ERBB4	NKI_192	0.473
TNFRSF21	NKI_192	-0.078
PHGDH	NKI_192	-0.211
TFF3	NKI_192	-0.725
STS-1	NKI_192	-0.179
TCEAL1	NKI_192	0.071
GABRP	NKI_192	-0.621
FLJ21127	NKI_192	0.075
BCL2	NKI_192	0.351
MOAP1	NKI_192	-0.014
ACOT4	NKI_192	-0.051
YBX1	NKI_192	-0.13
SOD2	NKI_192	-0.396
MREG	NKI_192	0.269
CDH3	NKI_192	-1.13
C10orf38	NKI_192	-0.303
RARRES1	NKI_192	-0.369
ABTB2	NKI_192	-0.103
RERG	NKI_192	0.344
ST8SIA1	NKI_192	-0.088
SIRPA	NKI_192	-0.284
MICALL1	NKI_192	-0.122
CDCA7	NKI_192	-0.809
ERBB4	NKI_192	0.479
QSCN6L1	NKI_192	0.135
CYP2B6	NKI_192	-0.661
CIRBP	NKI_192	0.226
ERBB3	NKI_192	-0.035
CHCHD5	NKI_192	0.357
LOC124220	NKI_192	0.072
TMCC2	NKI_192	-0.117
DACH1	NKI_192	0.121
HMGCL	NKI_192	0.013
NCOA7	NKI_192	-0.494
FSCN1	NKI_192	-0.219
KCNN4	NKI_192	-0.706
CPEB2	NKI_192	0.11
CYP2B6	NKI_192	-0.571
AKR7A3	NKI_192	-0.81
FLJ20273	NKI_192	0.176
JMJD2B	NKI_192	0.009
CDK2AP1	NKI_192	0.155
HEXIM1	NKI_192	0.171
SH2D2A	NKI_192	-0.195
IFNAR2	NKI_192	-0.046
ASNS	NKI_192	0.014
MLZE	NKI_192	-0.063
SKP1A	NKI_192	0.115
MYO5C	NKI_192	-0.032
APOBEC3B	NKI_192	0.022
LRBA	NKI_192	0.214
UBXD3	NKI_192	-0.041
DSC2	NKI_192	-0.056
TEGT	NKI_192	0.091
EML4	NKI_192	-0.158
KARCA1	NKI_192	0.146
GATA3	NKI_193	0.182
CA12	NKI_193	0.08
THSD4	NKI_193	0.122
AFF3	NKI_193	0.083
TBC1D9	NKI_193	-0.045
FOXA1	NKI_193	0.197
GREB1	NKI_193	0.174
DNALI1	NKI_193	-0.019
VGLL1	NKI_193	-0.529
PRR15	NKI_193	0.266
SLC7A2	NKI_193	-0.083
XBP1	NKI_193	-0.237
SCUBE2	NKI_193	0.316
MYB	NKI_193	-0.023
B3GNT5	NKI_193	-0.096
CELSR1	NKI_193	-0.114
NAT1	NKI_193	-0.196
MAGED2	NKI_193	0.154
VAV3	NKI_193	-0.127
FBP1	NKI_193	0.157
BCL11A	NKI_193	-0.016
SOD2	NKI_193	-0.283
AGR2	NKI_193	-0.15
ERBB4	NKI_193	0.06
TNFRSF21	NKI_193	-0.181
PHGDH	NKI_193	-0.357
TFF3	NKI_193	0.217
STS-1	NKI_193	-0.045
TCEAL1	NKI_193	0.097
GABRP	NKI_193	-0.187
FLJ21127	NKI_193	-0.204
BCL2	NKI_193	0.376
MOAP1	NKI_193	0.21
ACOT4	NKI_193	0.021
YBX1	NKI_193	-0.159
SOD2	NKI_193	-0.278
MREG	NKI_193	0.086
CDH3	NKI_193	-0.391
C10orf38	NKI_193	0.001
RARRES1	NKI_193	-0.277
ABTB2	NKI_193	-0.1
RERG	NKI_193	-0.07
ST8SIA1	NKI_193	-0.029
SIRPA	NKI_193	0
MICALL1	NKI_193	-0.14
CDCA7	NKI_193	-0.364
ERBB4	NKI_193	0.163
QSCN6L1	NKI_193	-0.252
CYP2B6	NKI_193	0.214
CIRBP	NKI_193	0.287
ERBB3	NKI_193	0.155
CHCHD5	NKI_193	-0.073
LOC124220	NKI_193	0.237
TMCC2	NKI_193	-0.074
DACH1	NKI_193	0.005
HMGCL	NKI_193	0.023
NCOA7	NKI_193	-0.093
FSCN1	NKI_193	0.043
KCNN4	NKI_193	-0.1
CPEB2	NKI_193	0.156
CYP2B6	NKI_193	0.181
AKR7A3	NKI_193	0.28
FLJ20273	NKI_193	-0.098
JMJD2B	NKI_193	0.143
CDK2AP1	NKI_193	-0.14
HEXIM1	NKI_193	0.101
SH2D2A	NKI_193	0.104
IFNAR2	NKI_193	0.04
ASNS	NKI_193	-0.281
MLZE	NKI_193	-0.018
SKP1A	NKI_193	0.067
MYO5C	NKI_193	0
APOBEC3B	NKI_193	-0.055
LRBA	NKI_193	0.122
UBXD3	NKI_193	0.085
DSC2	NKI_193	-0.035
TEGT	NKI_193	0.062
EML4	NKI_193	-0.011
KARCA1	NKI_193	-0.364
GATA3	NKI_194	-0.148
CA12	NKI_194	-0.101
THSD4	NKI_194	-0.256
AFF3	NKI_194	-0.562
TBC1D9	NKI_194	-0.393
FOXA1	NKI_194	-0.137
GREB1	NKI_194	-0.034
DNALI1	NKI_194	-0.026
VGLL1	NKI_194	-0.501
PRR15	NKI_194	-0.237
SLC7A2	NKI_194	-0.352
XBP1	NKI_194	-0.102
SCUBE2	NKI_194	0.053
MYB	NKI_194	-0.143
B3GNT5	NKI_194	0.055
CELSR1	NKI_194	0.313
NAT1	NKI_194	-0.514
MAGED2	NKI_194	-0.069
VAV3	NKI_194	-0.146
FBP1	NKI_194	-0.396
BCL11A	NKI_194	-0.158
SOD2	NKI_194	-0.015
AGR2	NKI_194	-0.151
ERBB4	NKI_194	-0.213
TNFRSF21	NKI_194	0.034
PHGDH	NKI_194	-0.292
TFF3	NKI_194	0.072
STS-1	NKI_194	0.069
TCEAL1	NKI_194	-0.121
GABRP	NKI_194	-0.294
FLJ21127	NKI_194	0.06
BCL2	NKI_194	0.504
MOAP1	NKI_194	-0.064
ACOT4	NKI_194	-0.091
YBX1	NKI_194	-0.193
SOD2	NKI_194	-0.04
MREG	NKI_194	-0.045
CDH3	NKI_194	-0.433
C10orf38	NKI_194	0.099
RARRES1	NKI_194	-0.156
ABTB2	NKI_194	-0.066
RERG	NKI_194	-0.181
ST8SIA1	NKI_194	-0.042
SIRPA	NKI_194	0.083
MICALL1	NKI_194	-0.147
CDCA7	NKI_194	-0.328
ERBB4	NKI_194	-0.05
QSCN6L1	NKI_194	-0.105
CYP2B6	NKI_194	-0.122
CIRBP	NKI_194	0
ERBB3	NKI_194	-0.28
CHCHD5	NKI_194	-0.045
LOC124220	NKI_194	-0.489
TMCC2	NKI_194	-0.02
DACH1	NKI_194	-0.217
HMGCL	NKI_194	-0.064
NCOA7	NKI_194	0.047
FSCN1	NKI_194	0.117
KCNN4	NKI_194	-0.173
CPEB2	NKI_194	-0.188
CYP2B6	NKI_194	-0.13
AKR7A3	NKI_194	0.11
FLJ20273	NKI_194	-0.047
JMJD2B	NKI_194	0.078
CDK2AP1	NKI_194	0.023
HEXIM1	NKI_194	0.243
SH2D2A	NKI_194	0.151
IFNAR2	NKI_194	0.164
ASNS	NKI_194	-0.203
MLZE	NKI_194	-0.026
SKP1A	NKI_194	-0.094
MYO5C	NKI_194	-0.082
APOBEC3B	NKI_194	-0.005
LRBA	NKI_194	-0.234
UBXD3	NKI_194	0.079
DSC2	NKI_194	-0.133
TEGT	NKI_194	-0.044
EML4	NKI_194	0.082
KARCA1	NKI_194	-0.368
GATA3	NKI_195	-1.144
CA12	NKI_195	-0.656
THSD4	NKI_195	-0.918
AFF3	NKI_195	-0.889
TBC1D9	NKI_195	-0.641
FOXA1	NKI_195	-0.357
GREB1	NKI_195	-0.659
DNALI1	NKI_195	-0.56
VGLL1	NKI_195	0.834
PRR15	NKI_195	-0.302
SLC7A2	NKI_195	-0.814
XBP1	NKI_195	-0.342
SCUBE2	NKI_195	-0.862
MYB	NKI_195	-0.833
B3GNT5	NKI_195	0.331
CELSR1	NKI_195	-0.515
NAT1	NKI_195	-0.69
MAGED2	NKI_195	-0.278
VAV3	NKI_195	-0.383
FBP1	NKI_195	-0.233
BCL11A	NKI_195	-0.023
SOD2	NKI_195	-0.073
AGR2	NKI_195	-0.447
ERBB4	NKI_195	-0.592
TNFRSF21	NKI_195	0.196
PHGDH	NKI_195	-0.05
TFF3	NKI_195	-0.512
STS-1	NKI_195	0.103
TCEAL1	NKI_195	-0.377
GABRP	NKI_195	1.038
FLJ21127	NKI_195	-0.246
BCL2	NKI_195	-0.681
MOAP1	NKI_195	-0.43
ACOT4	NKI_195	-0.186
YBX1	NKI_195	0.135
SOD2	NKI_195	-0.023
MREG	NKI_195	-0.128
CDH3	NKI_195	0.669
C10orf38	NKI_195	0.374
RARRES1	NKI_195	0.506
ABTB2	NKI_195	0.159
RERG	NKI_195	-0.625
ST8SIA1	NKI_195	0.205
SIRPA	NKI_195	0.417
MICALL1	NKI_195	0.285
CDCA7	NKI_195	0.005
ERBB4	NKI_195	-0.381
QSCN6L1	NKI_195	0.151
CYP2B6	NKI_195	-0.691
CIRBP	NKI_195	-0.315
ERBB3	NKI_195	-0.222
CHCHD5	NKI_195	-0.256
LOC124220	NKI_195	-0.473
TMCC2	NKI_195	0.223
DACH1	NKI_195	-0.352
HMGCL	NKI_195	-0.082
NCOA7	NKI_195	0.486
FSCN1	NKI_195	-0.022
KCNN4	NKI_195	0.139
CPEB2	NKI_195	-0.222
CYP2B6	NKI_195	-0.62
AKR7A3	NKI_195	-0.644
FLJ20273	NKI_195	-0.042
JMJD2B	NKI_195	-0.169
CDK2AP1	NKI_195	-0.045
HEXIM1	NKI_195	-0.061
SH2D2A	NKI_195	0.147
IFNAR2	NKI_195	0.056
ASNS	NKI_195	-0.212
MLZE	NKI_195	0.317
SKP1A	NKI_195	-0.171
MYO5C	NKI_195	-0.073
APOBEC3B	NKI_195	0.112
LRBA	NKI_195	-0.213
UBXD3	NKI_195	-0.188
DSC2	NKI_195	0.662
TEGT	NKI_195	-0.115
EML4	NKI_195	0.095
KARCA1	NKI_195	-0.599
GATA3	NKI_196	0.358
CA12	NKI_196	-0.139
THSD4	NKI_196	0.029
AFF3	NKI_196	0.163
TBC1D9	NKI_196	-0.321
FOXA1	NKI_196	0.258
GREB1	NKI_196	-0.349
DNALI1	NKI_196	-0.004
VGLL1	NKI_196	-0.389
PRR15	NKI_196	0.172
SLC7A2	NKI_196	-0.094
XBP1	NKI_196	-0.171
SCUBE2	NKI_196	0.342
MYB	NKI_196	-0.067
B3GNT5	NKI_196	-0.026
CELSR1	NKI_196	-0.026
NAT1	NKI_196	-0.225
MAGED2	NKI_196	0.011
VAV3	NKI_196	-0.028
FBP1	NKI_196	0.06
BCL11A	NKI_196	0.009
SOD2	NKI_196	-0.253
AGR2	NKI_196	-0.292
ERBB4	NKI_196	0.403
TNFRSF21	NKI_196	-0.046
PHGDH	NKI_196	-0.131
TFF3	NKI_196	-0.878
STS-1	NKI_196	-0.089
TCEAL1	NKI_196	0.248
GABRP	NKI_196	-0.054
FLJ21127	NKI_196	0.009
BCL2	NKI_196	0.198
MOAP1	NKI_196	0.092
ACOT4	NKI_196	-0.064
YBX1	NKI_196	-0.212
SOD2	NKI_196	-0.259
MREG	NKI_196	-0.154
CDH3	NKI_196	0.032
C10orf38	NKI_196	-0.013
RARRES1	NKI_196	-0.174
ABTB2	NKI_196	-0.045
RERG	NKI_196	-0.066
ST8SIA1	NKI_196	-0.083
SIRPA	NKI_196	-0.099
MICALL1	NKI_196	-0.095
CDCA7	NKI_196	-0.5
ERBB4	NKI_196	0.29
QSCN6L1	NKI_196	-0.188
CYP2B6	NKI_196	-0.607
CIRBP	NKI_196	0.228
ERBB3	NKI_196	0.14
CHCHD5	NKI_196	-0.065
LOC124220	NKI_196	-0.014
TMCC2	NKI_196	-0.038
DACH1	NKI_196	0.104
HMGCL	NKI_196	-0.022
NCOA7	NKI_196	0.177
FSCN1	NKI_196	-0.048
KCNN4	NKI_196	-0.189
CPEB2	NKI_196	0.286
CYP2B6	NKI_196	-0.548
AKR7A3	NKI_196	-0.344
FLJ20273	NKI_196	0.076
JMJD2B	NKI_196	0.036
CDK2AP1	NKI_196	-0.124
HEXIM1	NKI_196	0.249
SH2D2A	NKI_196	-0.265
IFNAR2	NKI_196	-0.075
ASNS	NKI_196	-0.208
MLZE	NKI_196	-0.064
SKP1A	NKI_196	0.027
MYO5C	NKI_196	0.082
APOBEC3B	NKI_196	-0.322
LRBA	NKI_196	-0.002
UBXD3	NKI_196	0.086
DSC2	NKI_196	-0.016
TEGT	NKI_196	-0.053
EML4	NKI_196	-0.109
KARCA1	NKI_196	0.028
GATA3	NKI_197	-1.732
CA12	NKI_197	-0.79
THSD4	NKI_197	-0.872
AFF3	NKI_197	-0.925
TBC1D9	NKI_197	-0.599
FOXA1	NKI_197	-1.939
GREB1	NKI_197	-0.937
DNALI1	NKI_197	-1.013
VGLL1	NKI_197	-0.662
PRR15	NKI_197	-1.442
SLC7A2	NKI_197	-0.791
XBP1	NKI_197	-1.031
SCUBE2	NKI_197	-0.81
MYB	NKI_197	-1.451
B3GNT5	NKI_197	0.242
CELSR1	NKI_197	-0.869
NAT1	NKI_197	-0.833
MAGED2	NKI_197	-0.405
VAV3	NKI_197	-0.768
FBP1	NKI_197	-0.619
BCL11A	NKI_197	-0.166
SOD2	NKI_197	0.003
AGR2	NKI_197	-1.256
ERBB4	NKI_197	-0.784
TNFRSF21	NKI_197	0.176
PHGDH	NKI_197	-0.575
TFF3	NKI_197	-1.295
STS-1	NKI_197	0.207
TCEAL1	NKI_197	-0.203
GABRP	NKI_197	-0.638
FLJ21127	NKI_197	-0.125
BCL2	NKI_197	-0.58
MOAP1	NKI_197	-0.15
ACOT4	NKI_197	-0.537
YBX1	NKI_197	-0.015
SOD2	NKI_197	-0.102
MREG	NKI_197	-1.023
CDH3	NKI_197	-1.645
C10orf38	NKI_197	0.126
RARRES1	NKI_197	-0.259
ABTB2	NKI_197	-0.14
RERG	NKI_197	-0.597
ST8SIA1	NKI_197	-0.283
SIRPA	NKI_197	0.266
MICALL1	NKI_197	-0.246
CDCA7	NKI_197	-0.457
ERBB4	NKI_197	-0.636
QSCN6L1	NKI_197	-0.217
CYP2B6	NKI_197	-0.891
CIRBP	NKI_197	0.21
ERBB3	NKI_197	-1.041
CHCHD5	NKI_197	-0.258
LOC124220	NKI_197	-1.532
TMCC2	NKI_197	-0.282
DACH1	NKI_197	-0.445
HMGCL	NKI_197	-0.083
NCOA7	NKI_197	0.232
FSCN1	NKI_197	0.135
KCNN4	NKI_197	-0.705
CPEB2	NKI_197	0.294
CYP2B6	NKI_197	-0.807
AKR7A3	NKI_197	-0.823
FLJ20273	NKI_197	-0.255
JMJD2B	NKI_197	-0.348
CDK2AP1	NKI_197	-0.012
HEXIM1	NKI_197	-0.118
SH2D2A	NKI_197	0.009
IFNAR2	NKI_197	0.199
ASNS	NKI_197	-0.353
MLZE	NKI_197	-0.134
SKP1A	NKI_197	-0.296
MYO5C	NKI_197	-0.434
APOBEC3B	NKI_197	-0.267
LRBA	NKI_197	-0.327
UBXD3	NKI_197	-0.609
DSC2	NKI_197	-0.28
TEGT	NKI_197	-0.084
EML4	NKI_197	0.087
KARCA1	NKI_197	-1.324
GATA3	NKI_198	-0.402
CA12	NKI_198	-0.194
THSD4	NKI_198	-0.061
AFF3	NKI_198	0.103
TBC1D9	NKI_198	0.213
FOXA1	NKI_198	-0.222
GREB1	NKI_198	-0.29
DNALI1	NKI_198	-0.167
VGLL1	NKI_198	-0.538
PRR15	NKI_198	-0.292
SLC7A2	NKI_198	-0.034
XBP1	NKI_198	-0.276
SCUBE2	NKI_198	-0.45
MYB	NKI_198	-0.062
B3GNT5	NKI_198	-0.001
CELSR1	NKI_198	-0.524
NAT1	NKI_198	-0.211
MAGED2	NKI_198	-0.079
VAV3	NKI_198	0.149
FBP1	NKI_198	-0.051
BCL11A	NKI_198	0.02
SOD2	NKI_198	-0.256
AGR2	NKI_198	0.214
ERBB4	NKI_198	-0.061
TNFRSF21	NKI_198	-0.056
PHGDH	NKI_198	-0.29
TFF3	NKI_198	0.31
STS-1	NKI_198	-0.123
TCEAL1	NKI_198	0.2
GABRP	NKI_198	0.034
FLJ21127	NKI_198	-0.089
BCL2	NKI_198	0.152
MOAP1	NKI_198	0.144
ACOT4	NKI_198	-0.365
YBX1	NKI_198	-0.143
SOD2	NKI_198	-0.205
MREG	NKI_198	0.136
CDH3	NKI_198	-0.213
C10orf38	NKI_198	-0.144
RARRES1	NKI_198	-0.137
ABTB2	NKI_198	-0.046
RERG	NKI_198	0.465
ST8SIA1	NKI_198	-0.047
SIRPA	NKI_198	-0.314
MICALL1	NKI_198	-0.347
CDCA7	NKI_198	-0.44
ERBB4	NKI_198	-0.141
QSCN6L1	NKI_198	-0.291
CYP2B6	NKI_198	-0.585
CIRBP	NKI_198	-0.028
ERBB3	NKI_198	-0.124
CHCHD5	NKI_198	0.062
LOC124220	NKI_198	-0.198
TMCC2	NKI_198	-0.092
DACH1	NKI_198	-0.024
HMGCL	NKI_198	0.005
NCOA7	NKI_198	0.305
FSCN1	NKI_198	-0.24
KCNN4	NKI_198	-0.054
CPEB2	NKI_198	0.122
CYP2B6	NKI_198	-0.566
AKR7A3	NKI_198	0.117
FLJ20273	NKI_198	-0.088
JMJD2B	NKI_198	-0.155
CDK2AP1	NKI_198	0.16
HEXIM1	NKI_198	0.014
SH2D2A	NKI_198	-0.085
IFNAR2	NKI_198	0.153
ASNS	NKI_198	0.009
MLZE	NKI_198	-0.102
SKP1A	NKI_198	0.282
MYO5C	NKI_198	-0.167
APOBEC3B	NKI_198	0.02
LRBA	NKI_198	-0.061
UBXD3	NKI_198	-0.224
DSC2	NKI_198	-0.01
TEGT	NKI_198	-0.01
EML4	NKI_198	-0.086
KARCA1	NKI_198	-0.05
GATA3	NKI_199	0.142
CA12	NKI_199	0.045
THSD4	NKI_199	-0.367
AFF3	NKI_199	-0.126
TBC1D9	NKI_199	-0.341
FOXA1	NKI_199	-0.012
GREB1	NKI_199	0.239
DNALI1	NKI_199	-0.057
VGLL1	NKI_199	-0.296
PRR15	NKI_199	-0.234
SLC7A2	NKI_199	-0.525
XBP1	NKI_199	0.184
SCUBE2	NKI_199	-0.06
MYB	NKI_199	-0.376
B3GNT5	NKI_199	-0.097
CELSR1	NKI_199	0.258
NAT1	NKI_199	-0.708
MAGED2	NKI_199	-0.191
VAV3	NKI_199	-0.115
FBP1	NKI_199	-0.158
BCL11A	NKI_199	0.082
SOD2	NKI_199	-0.144
AGR2	NKI_199	-0.609
ERBB4	NKI_199	-0.397
TNFRSF21	NKI_199	0.023
PHGDH	NKI_199	0.007
TFF3	NKI_199	-0.496
STS-1	NKI_199	-0.09
TCEAL1	NKI_199	-0.216
GABRP	NKI_199	-0.242
FLJ21127	NKI_199	-0.031
BCL2	NKI_199	-0.257
MOAP1	NKI_199	-0.145
ACOT4	NKI_199	-0.251
YBX1	NKI_199	-0.047
SOD2	NKI_199	-0.173
MREG	NKI_199	0.028
CDH3	NKI_199	0.036
C10orf38	NKI_199	-0.125
RARRES1	NKI_199	0.081
ABTB2	NKI_199	0.066
RERG	NKI_199	-0.38
ST8SIA1	NKI_199	0.065
SIRPA	NKI_199	-0.057
MICALL1	NKI_199	0.231
CDCA7	NKI_199	-0.172
ERBB4	NKI_199	-0.117
QSCN6L1	NKI_199	-0.033
CYP2B6	NKI_199	0.095
CIRBP	NKI_199	0.017
ERBB3	NKI_199	-0.125
CHCHD5	NKI_199	-0.031
LOC124220	NKI_199	-0.483
TMCC2	NKI_199	-0.121
DACH1	NKI_199	-0.091
HMGCL	NKI_199	-0.082
NCOA7	NKI_199	-0.078
FSCN1	NKI_199	-0.087
KCNN4	NKI_199	0.15
CPEB2	NKI_199	-0.067
CYP2B6	NKI_199	0.092
AKR7A3	NKI_199	0.093
FLJ20273	NKI_199	-0.036
JMJD2B	NKI_199	0.134
CDK2AP1	NKI_199	0.069
HEXIM1	NKI_199	-0.031
SH2D2A	NKI_199	-0.003
IFNAR2	NKI_199	-0.03
ASNS	NKI_199	-0.175
MLZE	NKI_199	0.004
SKP1A	NKI_199	-0.002
MYO5C	NKI_199	-0.107
APOBEC3B	NKI_199	-0.192
LRBA	NKI_199	-0.017
UBXD3	NKI_199	-0.226
DSC2	NKI_199	-0.095
TEGT	NKI_199	-0.102
EML4	NKI_199	0.153
KARCA1	NKI_199	-0.03
GATA3	NKI_200	0.259
CA12	NKI_200	0.28
THSD4	NKI_200	0.417
AFF3	NKI_200	0.337
TBC1D9	NKI_200	0.136
FOXA1	NKI_200	0.209
GREB1	NKI_200	0.659
DNALI1	NKI_200	-0.056
VGLL1	NKI_200	-0.525
PRR15	NKI_200	0.116
SLC7A2	NKI_200	0.22
XBP1	NKI_200	0.092
SCUBE2	NKI_200	0.355
MYB	NKI_200	0.343
B3GNT5	NKI_200	-0.068
CELSR1	NKI_200	0.475
NAT1	NKI_200	-0.722
MAGED2	NKI_200	0.242
VAV3	NKI_200	0.4
FBP1	NKI_200	0.133
BCL11A	NKI_200	-0.271
SOD2	NKI_200	-0.352
AGR2	NKI_200	0.268
ERBB4	NKI_200	0.112
TNFRSF21	NKI_200	-0.234
PHGDH	NKI_200	-0.473
TFF3	NKI_200	-0.169
STS-1	NKI_200	-0.186
TCEAL1	NKI_200	-0.164
GABRP	NKI_200	-0.023
FLJ21127	NKI_200	0.05
BCL2	NKI_200	0.38
MOAP1	NKI_200	0.119
ACOT4	NKI_200	0.044
YBX1	NKI_200	-0.281
SOD2	NKI_200	-0.345
MREG	NKI_200	0.217
CDH3	NKI_200	-0.071
C10orf38	NKI_200	-0.111
RARRES1	NKI_200	-0.362
ABTB2	NKI_200	-0.013
RERG	NKI_200	0.51
ST8SIA1	NKI_200	-0.132
SIRPA	NKI_200	-0.268
MICALL1	NKI_200	0.106
CDCA7	NKI_200	-0.663
ERBB4	NKI_200	0.129
QSCN6L1	NKI_200	-0.258
CYP2B6	NKI_200	-0.897
CIRBP	NKI_200	0.018
ERBB3	NKI_200	0.145
CHCHD5	NKI_200	-0.171
LOC124220	NKI_200	-0.281
TMCC2	NKI_200	-0.109
DACH1	NKI_200	-0.169
HMGCL	NKI_200	0.118
NCOA7	NKI_200	-0.208
FSCN1	NKI_200	0.009
KCNN4	NKI_200	-0.156
CPEB2	NKI_200	0.352
CYP2B6	NKI_200	-0.779
AKR7A3	NKI_200	0.043
FLJ20273	NKI_200	0.094
JMJD2B	NKI_200	0.279
CDK2AP1	NKI_200	-0.113
HEXIM1	NKI_200	0.113
SH2D2A	NKI_200	-0.406
IFNAR2	NKI_200	-0.173
ASNS	NKI_200	-0.25
MLZE	NKI_200	-0.085
SKP1A	NKI_200	-0.137
MYO5C	NKI_200	0.183
APOBEC3B	NKI_200	-0.234
LRBA	NKI_200	0.326
UBXD3	NKI_200	-0.339
DSC2	NKI_200	-0.066
TEGT	NKI_200	0.149
EML4	NKI_200	-0.045
KARCA1	NKI_200	-0.025
GATA3	NKI_201	0.035
CA12	NKI_201	0.242
THSD4	NKI_201	0.133
AFF3	NKI_201	-0.11
TBC1D9	NKI_201	0.287
FOXA1	NKI_201	0.051
GREB1	NKI_201	0.28
DNALI1	NKI_201	-0.306
VGLL1	NKI_201	-0.489
PRR15	NKI_201	-0.126
SLC7A2	NKI_201	0.599
XBP1	NKI_201	0.131
SCUBE2	NKI_201	0.065
MYB	NKI_201	0.287
B3GNT5	NKI_201	-0.094
CELSR1	NKI_201	0.282
NAT1	NKI_201	-0.178
MAGED2	NKI_201	0.419
VAV3	NKI_201	-0.265
FBP1	NKI_201	-0.286
BCL11A	NKI_201	-0.17
SOD2	NKI_201	-0.241
AGR2	NKI_201	-0.091
ERBB4	NKI_201	0.096
TNFRSF21	NKI_201	-0.01
PHGDH	NKI_201	-0.313
TFF3	NKI_201	-1.237
STS-1	NKI_201	-0.139
TCEAL1	NKI_201	-0.023
GABRP	NKI_201	-0.14
FLJ21127	NKI_201	0.02
BCL2	NKI_201	0.657
MOAP1	NKI_201	-0.057
ACOT4	NKI_201	-0.059
YBX1	NKI_201	-0.1
SOD2	NKI_201	-0.307
MREG	NKI_201	0.22
CDH3	NKI_201	-0.172
C10orf38	NKI_201	0.024
RARRES1	NKI_201	-0.324
ABTB2	NKI_201	-0.032
RERG	NKI_201	0.244
ST8SIA1	NKI_201	-0.12
SIRPA	NKI_201	-0.257
MICALL1	NKI_201	-0.16
CDCA7	NKI_201	-0.644
ERBB4	NKI_201	0.167
QSCN6L1	NKI_201	-0.244
CYP2B6	NKI_201	-0.423
CIRBP	NKI_201	0.151
ERBB3	NKI_201	-0.044
CHCHD5	NKI_201	-0.01
LOC124220	NKI_201	-0.243
TMCC2	NKI_201	-0.135
DACH1	NKI_201	0.073
HMGCL	NKI_201	-0.084
NCOA7	NKI_201	0.032
FSCN1	NKI_201	-0.015
KCNN4	NKI_201	0.069
CPEB2	NKI_201	0.241
CYP2B6	NKI_201	-0.431
AKR7A3	NKI_201	-0.599
FLJ20273	NKI_201	0.121
JMJD2B	NKI_201	0.165
CDK2AP1	NKI_201	-0.306
HEXIM1	NKI_201	0.149
SH2D2A	NKI_201	-0.308
IFNAR2	NKI_201	-0.035
ASNS	NKI_201	-0.071
MLZE	NKI_201	-0.096
SKP1A	NKI_201	-0.008
MYO5C	NKI_201	-0.128
APOBEC3B	NKI_201	-0.162
LRBA	NKI_201	0.031
UBXD3	NKI_201	0.28
DSC2	NKI_201	-0.021
TEGT	NKI_201	0.067
EML4	NKI_201	0.049
KARCA1	NKI_201	-0.109
GATA3	NKI_202	-0.681
CA12	NKI_202	-0.643
THSD4	NKI_202	-0.641
AFF3	NKI_202	-0.824
TBC1D9	NKI_202	-0.51
FOXA1	NKI_202	-1.06
GREB1	NKI_202	-0.813
DNALI1	NKI_202	-0.962
VGLL1	NKI_202	0.802
PRR15	NKI_202	-0.761
SLC7A2	NKI_202	-0.935
XBP1	NKI_202	-0.597
SCUBE2	NKI_202	-1.019
MYB	NKI_202	-0.979
B3GNT5	NKI_202	0.408
CELSR1	NKI_202	-0.405
NAT1	NKI_202	-1.047
MAGED2	NKI_202	0.247
VAV3	NKI_202	-0.592
FBP1	NKI_202	-0.53
BCL11A	NKI_202	0.417
SOD2	NKI_202	-0.045
AGR2	NKI_202	-0.856
ERBB4	NKI_202	-0.468
TNFRSF21	NKI_202	0.591
PHGDH	NKI_202	0.424
TFF3	NKI_202	-1.336
STS-1	NKI_202	0.343
TCEAL1	NKI_202	-0.267
GABRP	NKI_202	0.428
FLJ21127	NKI_202	-0.313
BCL2	NKI_202	-0.712
MOAP1	NKI_202	-0.273
ACOT4	NKI_202	-0.448
YBX1	NKI_202	0.152
SOD2	NKI_202	0.081
MREG	NKI_202	-0.313
CDH3	NKI_202	0.439
C10orf38	NKI_202	0.736
RARRES1	NKI_202	0.765
ABTB2	NKI_202	0.136
RERG	NKI_202	-0.218
ST8SIA1	NKI_202	0.396
SIRPA	NKI_202	0.118
MICALL1	NKI_202	0.266
CDCA7	NKI_202	0.005
ERBB4	NKI_202	-0.261
QSCN6L1	NKI_202	0.146
CYP2B6	NKI_202	-0.764
CIRBP	NKI_202	-0.343
ERBB3	NKI_202	-0.08
CHCHD5	NKI_202	-0.304
LOC124220	NKI_202	-0.155
TMCC2	NKI_202	0.226
DACH1	NKI_202	-0.246
HMGCL	NKI_202	-0.033
NCOA7	NKI_202	0.396
FSCN1	NKI_202	0.011
KCNN4	NKI_202	0.711
